Continuity Violations Report: Traj_77_[1-21]
================================================================================

Commanded Speed: 100.0 mm/s
Number of Poses: 21

C0 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  Segment 0: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 0
  Segment 1: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 1
  Segment 2: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 2
  Segment 3: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 3
  Segment 4: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 4
  Segment 5: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 5
  Segment 6: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 6
  Segment 7: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 7
  Segment 8: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 8
  Segment 9: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 9
  Segment 10: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 10
  Segment 11: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 11
  Segment 12: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 12
  Segment 13: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 13
  Segment 14: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 14
  Segment 15: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 15
  Segment 16: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 16
  Segment 17: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 17
  Segment 18: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 18
  Segment 19: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 19
  Segment 20: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 20
  Segment 0: Magnitude=12.5954, Type=large_step, Details=Step norm 721.7° exceeds limit 30.0°
  Segment 1: Magnitude=10.5058, Type=large_step, Details=Step norm 601.9° exceeds limit 30.0°
  Segment 2: Magnitude=9.3582, Type=large_step, Details=Step norm 536.2° exceeds limit 30.0°
  Segment 3: Magnitude=8.8767, Type=large_step, Details=Step norm 508.6° exceeds limit 30.0°
  Segment 4: Magnitude=5.5565, Type=large_step, Details=Step norm 318.4° exceeds limit 30.0°
  Segment 5: Magnitude=9.1965, Type=large_step, Details=Step norm 526.9° exceeds limit 30.0°
  Segment 6: Magnitude=12.1381, Type=large_step, Details=Step norm 695.5° exceeds limit 30.0°
  Segment 7: Magnitude=11.5779, Type=large_step, Details=Step norm 663.4° exceeds limit 30.0°
  Segment 8: Magnitude=7.6516, Type=large_step, Details=Step norm 438.4° exceeds limit 30.0°
  Segment 9: Magnitude=7.6460, Type=large_step, Details=Step norm 438.1° exceeds limit 30.0°
  Segment 10: Magnitude=6.4707, Type=large_step, Details=Step norm 370.7° exceeds limit 30.0°
  Segment 11: Magnitude=8.2050, Type=large_step, Details=Step norm 470.1° exceeds limit 30.0°
  Segment 12: Magnitude=13.7991, Type=large_step, Details=Step norm 790.6° exceeds limit 30.0°
  Segment 13: Magnitude=5.6794, Type=large_step, Details=Step norm 325.4° exceeds limit 30.0°
  Segment 14: Magnitude=11.2844, Type=large_step, Details=Step norm 646.5° exceeds limit 30.0°
  Segment 15: Magnitude=6.3511, Type=large_step, Details=Step norm 363.9° exceeds limit 30.0°
  Segment 16: Magnitude=6.3816, Type=large_step, Details=Step norm 365.6° exceeds limit 30.0°
  Segment 17: Magnitude=8.1442, Type=large_step, Details=Step norm 466.6° exceeds limit 30.0°
  Segment 18: Magnitude=8.5405, Type=large_step, Details=Step norm 489.3° exceeds limit 30.0°
  Segment 19: Magnitude=10.9216, Type=large_step, Details=Step norm 625.8° exceeds limit 30.0°

C1 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  Segment 0: Magnitude=161.2183, Type=velocity_limit, Ratio=51.32x limit
  Segment 0: Magnitude=293.3185, Type=velocity_limit, Ratio=68.04x limit
  Segment 0: Magnitude=713.7896, Type=velocity_limit, Ratio=81.79x limit
  Segment 0: Magnitude=981.5796, Type=velocity_limit, Ratio=81.86x limit
  Segment 1: Magnitude=432.0006, Type=velocity_limit, Ratio=97.07x limit
  Segment 1: Magnitude=198.8149, Type=velocity_limit, Ratio=63.28x limit
  Segment 1: Magnitude=128.1161, Type=velocity_limit, Ratio=29.72x limit
  Segment 1: Magnitude=381.5358, Type=velocity_limit, Ratio=43.72x limit
  Segment 1: Magnitude=447.2999, Type=velocity_limit, Ratio=61.76x limit
  Segment 1: Magnitude=717.9104, Type=velocity_limit, Ratio=59.87x limit
