2
T0
84
91.33,150.26,78.46,0.000508,0.000235,-0.230003,0.973190,100,0.3,0.3,0.3,0.03,0.3,0.03
90.34,150.26,78.46,0.001095,0.000374,-0.230004,0.973189,100,0.3,0.3,0.3,0.03,0.3,0.03
89.35,150.26,78.46,0.002233,0.000643,-0.230009,0.973186,100,0.3,0.3,0.3,0.03,0.3,0.03
88.36,150.26,78.47,0.003761,0.001004,-0.230022,0.973178,100,0.3,0.3,0.3,0.03,0.3,0.03
87.37,150.26,78.47,0.005313,0.001371,-0.230048,0.973164,100,0.3,0.3,0.3,0.03,0.3,0.03
86.38,150.26,78.47,0.006375,0.001622,-0.230093,0.973146,100,0.3,0.3,0.3,0.03,0.3,0.03
85.39,150.26,78.56,0.006481,0.001648,-0.230159,0.973130,100,0.3,0.3,0.3,0.03,0.3,0.03
84.40,150.26,78.63,0.005447,0.001404,-0.230239,0.973118,100,0.3,0.3,0.3,0.03,0.3,0.03
83.41,150.26,78.66,0.003449,0.000932,-0.230321,0.973108,100,0.3,0.3,0.3,0.03,0.3,0.03
82.43,150.26,78.66,0.000922,0.000333,-0.230393,0.973097,100,0.3,0.3,0.3,0.03,0.3,0.03
81.44,150.26,78.69,-0.001671,-0.000280,-0.230449,0.973083,100,0.3,0.3,0.3,0.03,0.3,0.03
80.45,150.26,78.66,-0.004024,-0.000838,-0.230488,0.973067,100,0.3,0.3,0.3,0.03,0.3,0.03
79.46,150.26,78.63,-0.006030,-0.001313,-0.230514,0.973049,100,0.3,0.3,0.3,0.03,0.3,0.03
78.47,150.26,78.61,-0.007709,-0.001711,-0.230532,0.973033,100,0.3,0.3,0.3,0.03,0.3,0.03
77.48,150.26,78.56,-0.009111,-0.002043,-0.230544,0.973017,100,0.3,0.3,0.3,0.03,0.3,0.03
76.49,150.26,78.54,-0.010272,-0.002319,-0.230556,0.973002,100,0.3,0.3,0.3,0.03,0.3,0.03
75.50,150.26,78.49,-0.011219,-0.002543,-0.230577,0.972986,100,0.3,0.3,0.3,0.03,0.3,0.03
74.51,150.26,78.42,-0.011988,-0.002726,-0.230613,0.972968,100,0.3,0.3,0.3,0.03,0.3,0.03
73.53,150.26,78.38,-0.012617,-0.002876,-0.230673,0.972945,100,0.3,0.3,0.3,0.03,0.3,0.03
72.54,150.26,78.33,-0.013131,-0.002999,-0.230761,0.972917,100,0.3,0.3,0.3,0.03,0.3,0.03
71.55,150.26,78.27,-0.013534,-0.003096,-0.230879,0.972883,100,0.3,0.3,0.3,0.03,0.3,0.03
70.56,150.26,78.19,-0.013814,-0.003165,-0.231025,0.972845,100,0.3,0.3,0.3,0.03,0.3,0.03
69.57,150.26,78.14,-0.013977,-0.003206,-0.231194,0.972802,100,0.3,0.3,0.3,0.03,0.3,0.03
68.58,150.26,78.07,-0.014052,-0.003227,-0.231376,0.972757,100,0.3,0.3,0.3,0.03,0.3,0.03
67.59,150.26,78.00,-0.014094,-0.003239,-0.231563,0.972712,100,0.3,0.3,0.3,0.03,0.3,0.03
66.60,150.26,77.93,-0.014149,-0.003255,-0.231743,0.972669,100,0.3,0.3,0.3,0.03,0.3,0.03
65.61,150.26,77.89,-0.014233,-0.003278,-0.231911,0.972627,100,0.3,0.3,0.3,0.03,0.3,0.03
