time_ms,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,x_m,y_m,z_m,qw,qx,qy,qz
0.0,-0.3072554862773928,0.3068995312195452,-0.47266516039989526,-0.055614923633552506,-0.9902732481734052,1.8560415284204734,0.899339139461517,-0.20808923244476302,1.4581419229507402,0.5398326051191411,-0.14734226823013372,0.1451130842637259,-0.8159737785116319
12.39424185824295,-0.30752973503050235,0.3056656783946983,-0.4703856989043199,-0.056839461049982935,-0.9932440230389447,1.8582108802982409,0.8982643765561718,-0.2080594336285309,1.457525344455939,0.5405663154127607,-0.147042927378729,0.14418608403494967,-0.8157063254135227
24.788483716487008,-0.3078033450745705,0.30443418582023596,-0.4681121368704931,-0.0580553063106969,-0.9962135785203918,1.8603710984509745,0.8971896136508265,-0.20802963481229877,1.4569087659611377,0.5412992002017107,-0.14674335030928162,0.14325883736383074,-0.8154375944964516
37.18272557472996,-0.3080763158106634,0.3032050202651535,-0.46584442008933336,-0.059262534760252145,-0.9991819078094846,1.8625222668113746,0.8961148507454813,-0.20799983599606667,1.4562921874663366,0.5420312560038951,-0.14644353840758512,0.14233134857139546,-0.8151675869337262
49.576967432972914,-0.3083486466608601,0.30197814879499696,-0.4635824948915461,-0.06046122077537013,-1.002149004081887,1.864664468297964,0.895040087840136,-0.20797003717983453,1.4556756089715355,0.542762479348637,-0.1461434930628123,0.14140362198233003,-0.8148963039166385
61.9712092912149,-0.3086203370682569,0.3007535387675311,-0.46132630813941955,-0.06165143778065119,-1.0051148604978,1.8667977848317387,0.8939653249347909,-0.20794023836360243,1.4550590304767343,0.5434928667767611,-0.14584321566748276,0.14047566192487976,-0.8146237466544373
74.36545114945896,-0.3088913864969735,0.29953115782849704,-0.4590758072187917,-0.06283325826397096,-1.0080794702025593,1.8689222973524748,0.8928905620294456,-0.20791043954737032,1.454442451981933,0.5442224148406755,-0.14554270761743068,0.13954747273074788,-0.8143499163743015
86.75969300770193,-0.3091617944321554,0.2983109739074713,-0.4568309400312016,-0.06400675379156388,-1.011042826327212,1.8710380858347146,0.8918157991241004,-0.20788064073113818,1.4538258734871319,0.5449511201044532,-0.14524197031177252,0.13861905873499478,-0.814074814321313
99.15393486594488,-0.3094315603799779,0.2970929552138041,-0.45459165498619614,-0.06517199502280281,-1.0140049219890874,1.8731452293034336,0.8907410362187551,-0.20785084191490608,1.4532092949923308,0.5456789791439127,-0.1449410051528741,0.13769042427593636,-0.8137984417584272
111.54817672418893,-0.30970068386764693,0.2958770702326523,-0.45235790099380907,-0.06632905172468037,-1.0169657502923464,1.8752438058493914,0.8896662733134099,-0.20782104309867394,1.4525927164975294,0.5464059885466986,-0.14463981354631833,0.13676157369504321,-0.8135207999664462
123.94241858243188,-0.3099691644434005,0.2946632877210983,-0.4501296274572029,-0.0674779927860024,-1.019925304328518,1.8773338926441892,0.8885915104080646,-0.20779124428244183,1.4519761380027283,0.5471321449123617,-0.14433839690087213,0.13583251133683852,-0.8132418902439865
