Continuity Violations Report: Traj_1_[1-161]
================================================================================

Commanded Speed: 100.0 mm/s
Number of Poses: 161

C0 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  None

C1 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  None

C2 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  Segment 0: Magnitude=0.6340, Ratio=1.01x limit
  Segment 0: Magnitude=0.9335, Ratio=1.08x limit
  Segment 114: Magnitude=0.7500, Ratio=0.87x limit
  Segment 116: Magnitude=0.8285, Ratio=0.96x limit
  Segment 117: Magnitude=0.8769, Ratio=1.40x limit
  Segment 117: Magnitude=1.1622, Ratio=1.35x limit
  Segment 118: Magnitude=0.9353, Ratio=1.08x limit
  Segment 119: Magnitude=0.7525, Ratio=1.20x limit
  Segment 119: Magnitude=0.7918, Ratio=0.92x limit
  Segment 121: Magnitude=0.7338, Ratio=0.85x limit
  Segment 122: Magnitude=0.8661, Ratio=1.38x limit
  Segment 122: Magnitude=0.8262, Ratio=0.96x limit
  Segment 123: Magnitude=0.8583, Ratio=1.00x limit
  Segment 124: Magnitude=0.9009, Ratio=1.43x limit
  Segment 124: Magnitude=0.8818, Ratio=1.02x limit
  Segment 125: Magnitude=0.8824, Ratio=1.40x limit
  Segment 125: Magnitude=1.0657, Ratio=1.24x limit
  Segment 125: Magnitude=1.7254, Ratio=0.99x limit
  Segment 126: Magnitude=0.6165, Ratio=0.98x limit
  Segment 126: Magnitude=0.7578, Ratio=0.88x limit
  Segment 127: Magnitude=1.1021, Ratio=1.75x limit
  Segment 127: Magnitude=1.6918, Ratio=1.96x limit
  Segment 127: Magnitude=3.1154, Ratio=1.78x limit
  Segment 127: Magnitude=1.8904, Ratio=1.30x limit
  Segment 127: Magnitude=2.2156, Ratio=0.92x limit
  Segment 128: Magnitude=0.9584, Ratio=1.53x limit
  Segment 128: Magnitude=0.8401, Ratio=0.97x limit
  Segment 129: Magnitude=1.0328, Ratio=1.64x limit
  Segment 129: Magnitude=1.1881, Ratio=1.38x limit
  Segment 129: Magnitude=2.7532, Ratio=1.58x limit
  Segment 129: Magnitude=2.0118, Ratio=1.39x limit
  Segment 130: Magnitude=1.1439, Ratio=1.82x limit
  Segment 130: Magnitude=1.4052, Ratio=1.63x limit
  Segment 131: Magnitude=0.6192, Ratio=0.99x limit
  Segment 131: Magnitude=0.9843, Ratio=1.14x limit
  Segment 131: Magnitude=2.4064, Ratio=1.38x limit
  Segment 131: Magnitude=1.5764, Ratio=1.09x limit
  Segment 132: Magnitude=1.2900, Ratio=2.05x limit
  Segment 132: Magnitude=1.1006, Ratio=1.28x limit
  Segment 132: Magnitude=3.2147, Ratio=1.84x limit
  Segment 132: Magnitude=2.8001, Ratio=1.93x limit
  Segment 133: Magnitude=0.8134, Ratio=1.29x limit
  Segment 133: Magnitude=1.2642, Ratio=1.47x limit
  Segment 133: Magnitude=2.3595, Ratio=1.35x limit
  Segment 133: Magnitude=1.5100, Ratio=1.04x limit
  Segment 134: Magnitude=0.9227, Ratio=1.47x limit
  Segment 134: Magnitude=0.9831, Ratio=1.14x limit
  Segment 134: Magnitude=2.6243, Ratio=1.50x limit
  Segment 134: Magnitude=2.1110, Ratio=1.46x limit
  Segment 135: Magnitude=0.8075, Ratio=0.94x limit
  Segment 135: Magnitude=3.0442, Ratio=1.74x limit
