61.56,91.08,138.02,0.488398,0.109809,0.185332,0.845613,25,0.3,0.3,0.3,0.03,0.3,0.03
53.06,94.93,137.93,0.535236,0.010429,0.079112,0.840925,25,0.3,0.3,0.3,0.03,0.3,0.03
55.28,97.21,137.91,0.581361,-0.075714,-0.046640,0.808772,25,0.3,0.3,0.3,0.03,0.3,0.03
54.62,99.17,137.91,0.598493,-0.041288,-0.038748,0.799125,25,0.3,0.3,0.3,0.03,0.3,0.03
54.01,101.13,137.92,0.607492,-0.027408,-0.034040,0.793123,26,0.3,0.3,0.3,0.03,0.3,0.03
53.47,103.07,137.93,0.615073,-0.025066,-0.035957,0.787251,26,0.3,0.3,0.3,0.03,0.3,0.03
52.98,105.00,137.95,0.620181,-0.028386,-0.043715,0.782725,26,0.3,0.3,0.3,0.03,0.3,0.03
52.52,106.95,137.95,0.623437,-0.034615,-0.054934,0.779173,27,0.3,0.3,0.3,0.03,0.3,0.03
52.09,108.90,137.95,0.625089,-0.042364,-0.067786,0.776450,28,0.3,0.3,0.3,0.03,0.3,0.03
51.69,110.85,137.92,0.625607,-0.050708,-0.081360,0.774226,28,0.3,0.3,0.3,0.03,0.3,0.03
51.29,112.81,137.88,0.625344,-0.059393,-0.095388,0.772217,29,0.3,0.3,0.3,0.03,0.3,0.03
50.91,114.77,137.82,0.624737,-0.068268,-0.109694,0.770072,30,0.3,0.3,0.3,0.03,0.3,0.03
50.53,116.73,137.75,0.624433,-0.077115,-0.124132,0.767286,31,0.3,0.3,0.3,0.03,0.3,0.03
50.16,118.70,137.69,0.624011,-0.085916,-0.138558,0.764219,33,0.3,0.3,0.3,0.03,0.3,0.03
49.81,120.66,137.63,0.623994,-0.094425,-0.152793,0.760507,34,0.3,0.3,0.3,0.03,0.3,0.03
49.46,122.63,137.60,0.623538,-0.102827,-0.166784,0.756843,35,0.3,0.3,0.3,0.03,0.3,0.03
49.13,124.60,137.58,0.623187,-0.111029,-0.180614,0.752787,37,0.3,0.3,0.3,0.03,0.3,0.03
48.80,126.57,137.57,0.621477,-0.119619,-0.194443,0.749433,38,0.3,0.3,0.3,0.03,0.3,0.03
48.48,128.54,137.56,0.619860,-0.128304,-0.208543,0.745535,40,0.3,0.3,0.3,0.03,0.3,0.03
48.17,130.53,137.56,0.615985,-0.137602,-0.223182,0.742844,42,0.3,0.3,0.3,0.03,0.3,0.03
47.87,132.51,137.54,0.611374,-0.146429,-0.238658,0.740150,43,0.3,0.3,0.3,0.03,0.3,0.03
47.58,134.47,137.50,0.603880,-0.155490,-0.254462,0.739190,45,0.3,0.3,0.3,0.03,0.3,0.03
47.28,136.45,137.45,0.596342,-0.163800,-0.269909,0.738035,47,0.3,0.3,0.3,0.03,0.3,0.03
46.99,138.43,137.37,0.588058,-0.171909,-0.283946,0.737570,49,0.3,0.3,0.3,0.03,0.3,0.03
46.70,140.41,137.28,0.581275,-0.178639,-0.296349,0.736467,51,0.3,0.3,0.3,0.03,0.3,0.03
46.41,142.39,137.17,0.575495,-0.184250,-0.307203,0.735176,52,0.3,0.3,0.3,0.03,0.3,0.03
46.14,144.35,137.06,0.571733,-0.189107,-0.316925,0.732747,54,0.3,0.3,0.3,0.03,0.3,0.03
45.85,146.36,136.95,0.569209,-0.193287,-0.326726,0.729309,56,0.3,0.3,0.3,0.03,0.3,0.03
45.59,148.33,136.84,0.567294,-0.197430,-0.337436,0.724801,58,0.3,0.3,0.3,0.03,0.3,0.03
45.34,150.31,136.75,0.562803,-0.202754,-0.349233,0.721235,59,0.3,0.3,0.3,0.03,0.3,0.03
45.09,152.29,136.65,0.556145,-0.209641,-0.361682,0.718290,61,0.3,0.3,0.3,0.03,0.3,0.03
44.87,154.28,136.54,0.544679,-0.219351,-0.373424,0.718168,62,0.3,0.3,0.3,0.03,0.3,0.03
44.66,156.27,136.38,0.531543,-0.229932,-0.383954,0.719147,64,0.3,0.3,0.3,0.03,0.3,0.03
44.49,158.23,136.17,0.517363,-0.241898,-0.391840,0.721306,65,0.3,0.3,0.3,0.03,0.3,0.03
44.35,160.14,135.90,0.508814,-0.254932,-0.396123,0.720558,66,0.3,0.3,0.3,0.03,0.3,0.03
44.25,162.03,135.59,0.508390,-0.273720,-0.393668,0.715291,67,0.3,0.3,0.3,0.03,0.3,0.03
44.05,164.30,135.25,0.516255,-0.292378,-0.389111,0.704691,68,0.3,0.3,0.3,0.03,0.3,0.03
44.06,166.14,134.91,0.528133,-0.311068,-0.384088,0.690499,69,0.3,0.3,0.3,0.03,0.3,0.03
44.07,167.83,134.57,0.544918,-0.332657,-0.376297,0.671419,70,0.3,0.3,0.3,0.03,0.3,0.03
44.01,169.98,134.26,0.564521,-0.364610,-0.358008,0.648233,71,0.3,0.3,0.3,0.03,0.3,0.03
43.90,171.57,133.95,0.593972,-0.411869,-0.314412,0.615391,72,0.3,0.3,0.3,0.03,0.3,0.03
44.48,175.00,133.64,0.613156,-0.452503,-0.267065,0.589879,72,0.3,0.3,0.3,0.03,0.3,0.03
44.56,175.95,133.29,0.624412,-0.482961,-0.218196,0.573802,73,0.3,0.3,0.3,0.03,0.3,0.03
44.85,178.04,132.86,0.621743,-0.494918,-0.187417,0.577380,73,0.3,0.3,0.3,0.03,0.3,0.03
45.01,179.89,132.33,0.620747,-0.500741,-0.154335,0.583191,74,0.3,0.3,0.3,0.03,0.3,0.03
